2362195	gz	建云东小区	建云东路	从化	1164	街口	2631
20237	gz	上城湾畔	江湾路	从化	1164	街口	2631
81998	gz	紫泉翠荔嘉园	105国道	从化	1164	太平	2632
483223	gz	七星花园	七星路	从化	1164	其他	2639
2362464	gz	七星路小区	七星路	从化	1164	街口	2631
483165	gz	旺城雅荷居	云城南路	从化	1164	其他	2639
647290	gz	乔安楼居住小区	建设路222号	从化	1164	街口	2631
2373517	gz	雅居乐滨江花园(别墅)	沿江南路	从化	1164	街口	2631
20239	gz	雅居乐滨江花园	沿江南路	从化	1164	江埔	2633
503298	gz	华标荔苑	太平镇105国道	从化	1164	太平	2632
2373518	gz	莱茵水岸(别墅)	从城大道33号	从化	1164	街口	2631
667236	gz	莱茵水岸	从城大道33号	从化	1164	街口	2631
2361301	gz	从化沿江路小区	沿江路	从化	1164	街口	2631
20226	gz	夏日港湾	港湾路18号	从化	1164	其他	2639
667352	gz	阳光城丽景湾	海滨路	南沙	1161
83337	gz	丰庭花园	广丰路1号	南沙	1161
571899	gz	南沙碧桂园天玺湾	进港大道	南沙	1161
409708	gz	南沙碧桂园天玺湾	进港大道	南沙	1161
23055	gz	南沙碧桂园	进港大道130-180号	南沙	1161
148394	gz	时代南湾	港前大道北	南沙	1161
571707	gz	中惠璧珑湾	凤凰大道	南沙	1161
407358	gz	龙光棕榈水岸	金蕉大道	南沙	1161
487995	gz	万科府前一号	丰泽西路	南沙	1161
407322	gz	万科府前一号	丰泽西路	南沙	1161
504093	gz	越秀滨海珺城	环市大道西	南沙	1161
705986	gz	越秀滨海珺城	环市大道西	南沙	1161
504096	gz	越秀滨海隽城	环市大道中路	南沙	1161
504094	gz	碧桂园豪庭	金沙路	南沙	1161
82951	gz	海力花园	进港大道555号	南沙	1161
148393	gz	广晟海韵兰庭	海庭三街2号	南沙	1161
571753	gz	广州星河盛世	金沙路	南沙	1161
488016	gz	紫茗花园	南沙街	南沙	1161
504078	gz	南沙珠江湾	漾滨路	南沙	1161
22845	gz	南沙奥园	珠江东路269号	南沙	1161
635689	gz	茗荔雅苑	红岭一路	南沙	1161
571811	gz	珠光南沙御景	金隆路	南沙	1161
667400	gz	南沙滨海水晶湾	水晶南街	南沙	1161
488077	gz	华汇国际广场	进港大道4号	南沙	1161
487998	gz	大岗瑞华苑	兴业路37号	南沙	1161
23042	gz	南沙明珠花园	进港大道	南沙	1161
23038	gz	南沙境界	凤凰大道	南沙	1161
23050	gz	南沙滨海花园	环市大道西	南沙	1161
488027	gz	大岗兴业花园	豪龙路263号	南沙	1161
517296	gz	南沙云山诗意	丰泽东路	南沙	1161
80581	gz	碧桂园凤凰城凤馨苑	凤凰城大道	增城	1163	广园东	8819
662979	gz	碧桂园凤凰城凤晴苑	凤凰城大道	增城	1163	广园东	8819
487952	gz	东凌广场	汽车城大道71号	增城	1163	新塘	2641
20269	gz	新都盛世名门	东进东路8号	增城	1163	新塘	2641
627474	gz	碧桂园凤凰城凤锦苑	凤凰城大道	增城	1163	新塘	2641
2373052	gz	锦绣御景国际(别墅)	荔城大道225号	增城	1163	荔城	2640
408631	gz	锦绣半山御景	荔新二路188号	增城	1163	荔城	2640
571791	gz	锦绣御景国际	荔城大道225号	增城	1163	荔城	2640
2373051	gz	锦绣半山御景(别墅)	荔新二路188号	增城	1163	荔城	2640
20272	gz	新塘新世界花园	花园东路6号	增城	1163	新塘	2641
20263	gz	现代城市花园	港口大道363号	增城	1163	新塘	2641
411531	gz	锦绣天伦花园	新沙大道北30号	增城	1163	新塘	2641
20251	gz	荔城碧桂园	荔星大道8号	增城	1163	荔城	2640
2373049	gz	荔城碧桂园(别墅)	荔星大道8号	增城	1163	荔城	2640
148726	gz	学府雅苑	学府路1号	增城	1163	荔城	2640
504073	gz	惠百氏广场	东江大道	增城	1163	新塘	2641
662976	gz	金泽惠百氏	广深大道西180号	增城	1163	新塘	2641
2362856	gz	誉峰江畔花园	增江大道北	增城	1163	正果	2648
527991	gz	碧桂园凤凰城凤妍苑	凤凰城大道	增城	1163	新塘	2641
83006	gz	富雅名居	丰华西路1号	增城	1163	新塘	2641
83263	gz	碧桂园凤凰城凤妍苑	凤凰城大道	增城	1163	新塘	2641
20243	gz	锦绣新天地	府前路29号	增城	1163	新塘	2641
20319	gz	顺欣花园	荔新十二路98号	增城	1163	新塘	2641
83084	gz	荔城花园	荔城大道	增城	1163	荔城	2640
407721	gz	合景誉山国际	新新大道中	增城	1163	荔城	2640
2373545	gz	合景誉山国际(商住楼)	新新大道中	增城	1163	永和	2642
2373546	gz	合景誉山国际(别墅)	新新大道中	增城	1163	永和	2642
83134	gz	碧桂园凤凰城凤林苑	凤凰城大道	增城	1163	新塘	2641
20279	gz	广园东东方名都	东江大道北8号	增城	1163	新塘	2641
487945	gz	富丽苑	广群路1号	增城	1163	其他	2653
661415	gz	碧桂园凤凰城凤天苑	凤凰城大道	增城	1163	广园东	8819
2373001	gz	碧桂园凤凰城凤天苑(别墅)	凤凰城大道	增城	1163	广园东	8819
2377481	gz	翡翠绿洲宝翠园	陈家林路159号	增城	1163	广园东	8819
487947	gz	翡翠绿洲长岛	陈家林路159号	增城	1163	其他	2653
758193	gz	尚东阳光	温涌路	增城	1163	新塘	2641
2373047	gz	锦绣御景苑御品名苑	增派大道60号	增城	1163	小楼	2649
20242	gz	锦绣御景苑	御景路59号	增城	1163	荔城	2640
2373046	gz	锦绣御景苑御品名苑(别墅)	增派大道60号	增城	1163	小楼	2649
20318	gz	顺欣广场	荔新大道	增城	1163	新塘	2641
660056	gz	敏捷莱茵花园	沿江东路4号	增城	1163	荔城	2640
667262	gz	碧桂园凤凰城凤扬苑	凤凰城大道	增城	1163	广园东	8819
504068	gz	富逸花园	广群路5号	增城	1163	新塘	2641
20285	gz	富雅都市华庭	汇太东路233号	增城	1163	新塘	2641
496022	gz	海伦春天	永顺大道东15号	增城	1163	新塘	2641
2373547	gz	海伦春天(别墅)	永顺大道东15号	增城	1163	永和	2642
487919	gz	海伦堡花园	海伦堡大道2号	增城	1163	新塘	2641
83003	gz	中坚豪庭	府前路１号	增城	1163	荔城	2640
650528	gz	保利东江首府	江府大道2号	增城	1163	新塘	2641
2372432	gz	保利东江首府(别墅)	江府大道2号	增城	1163	新塘	2641
20254	gz	群星新邨	港口大道336号	增城	1163	新塘	2641
405571	gz	群星新村	汇太西路	增城	1163	新塘	2641
20301	gz	碧桂园凤凰城凤雅苑	凤凰城大道	增城	1163	新塘	2641
83034	gz	碧桂园凤凰城凤雅苑	凤凰城大道	增城	1163	新塘	2641
2383483	gz	雅苑居	荔乡路19号	增城	1163	荔城	2640
662987	gz	碧桂园豪园	增滩路	增城	1163	荔城	2640
83002	gz	城市家园一期	汇美友谊二横路	增城	1163	新塘	2641
487880	gz	现代城假日花园	大林边二横路7-8号	增城	1163	新塘	2641
82996	gz	城市家园二期	汇美友谊二横路	增城	1163	新塘	2641
784042	gz	金泽豪庭	金泽路1号	增城	1163	新塘	2641
